id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
4475,"Better Than Words One Direction Pop , Music , Rock , Pop/Rock , Teen Pop , Dance $ 1.29",,Midnight Memories,,,2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:27,25-Nov-13
4476,Stole My Heart Track 2 ( P ) 2012 ; all other tracks ( P ) 2011 Simco Limited Under exclusive license to Sony Music Entertainment UK Limited 3:25,One Direction,Up All Night,"Pop , Music , Pop/Rock , Teen Pop , Dance , Rock",$ 1.29,,,13-Mar-12
4477,"Stole My Heart One Direction Up All Night Pop , Music , Pop/Rock , Teen Pop , Dance , Rock 13-Mar-12",,,,$ 1.29,Track 2 ( P ) 2012 ; all other tracks ( P ) 2011 Simco Limited Under exclusive license to Sony Music Entertainment UK Limited,3:25,
4478,"Best Song Ever ( Jump Smokers Remix ) Best Song Ever ( Jump Smokers Remix ) - Single Pop , Music $ 1.29 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited",One Direction,,,,,3:08,20-Aug-13
4479,Better Than Words Midnight Memories $ 1.29 25-Nov-13,One Direction,,"Pop , Music , Rock , Pop/Rock , Teen Pop , Dance",,2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:27,
4480,"Clouds One Direction Pop , Music , Rock , Pop/Rock , Dance , Teen Pop 3:51",,FOUR,,$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,,17-Nov-14
4481,Clouds One Direction,,FOUR,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:51,17-Nov-14
4482,"Clouds Pop , Music , Rock , Pop/Rock , Dance , Teen Pop 2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited",One Direction,FOUR,,$ 1.29,,3:51,17-Nov-14
4483,Stole My Heart Up All Night $ 1.29 13-Mar-12,One Direction,,"Pop , Music , Pop/Rock , Teen Pop , Dance , Rock",,Track 2 ( P ) 2012 ; all other tracks ( P ) 2011 Simco Limited Under exclusive license to Sony Music Entertainment UK Limited,3:25,
4484,"Summer Love One Direction Take Me Home Pop , Music , Pop/Rock , Teen Pop , Rock , Dance , World 2012 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited 3:28",,,,$ 1.29,,,9-Nov-12
4485,"One Direction Audio Documentary Spoken Word , Music Album Only 2014 Rapier Music 35:55:00 24-Oct-14",One Direction,One Direction Audio Documentary,,,,,
4486,"I Do n't Like You ( Bonus Track ) Now That 's What I Call Music , Vol . 43 Pop , Music Album Only Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 . 4:11 7-Aug-12",Eva Simons,,,,,,
4487,"Earthquake ( feat . Busta Rhymes ) [ Bonus Track ] Album Only Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 . 4:19 1-May-12",Labrinth,"Now That 's What I Call Music , Vol . 42","Pop , Music",,,,
4488,"Stole My Heart Up All Night Pop , Music , Pop/Rock , Teen Pop , Dance , Rock Track 2 ( P ) 2012 ; all other tracks ( P ) 2011 Simco Limited Under exclusive license to Sony Music Entertainment UK Limited 3:25",One Direction,,,$ 1.29,,,13-Mar-12
4489,"Stole My Heart One Direction Pop , Music , Pop/Rock , Teen Pop , Dance , Rock Track 2 ( P ) 2012 ; all other tracks ( P ) 2011 Simco Limited Under exclusive license to Sony Music Entertainment UK Limited 13-Mar-12",,Up All Night,,$ 1.29,,3:25,
4490,Na Na Na ( Live ) $ 1.29 2012 Simco Limited under exclusive license to Sony Music Entertainment UK Limited 20-Sep-12,One Direction,iTunes Festival : London 2012 - EP,"Pop , Music",,,3:39,
4491,Na Na Na ( Live ) 2012 Simco Limited under exclusive license to Sony Music Entertainment UK Limited 3:39,One Direction,iTunes Festival : London 2012 - EP,"Pop , Music",$ 1.29,,,20-Sep-12
4492,"Na Na Na ( Live ) iTunes Festival : London 2012 - EP Pop , Music $ 1.29",One Direction,,,,2012 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:39,20-Sep-12
4493,"Want to Want Me Jason Derulo Summer Hits Pop , Music $ 1.29 2015 BY Music 27-Apr-15",,,,,,3:27,
4494,Stole My Heart 13-Mar-12,One Direction,Up All Night,"Pop , Music , Pop/Rock , Teen Pop , Dance , Rock",$ 1.29,Track 2 ( P ) 2012 ; all other tracks ( P ) 2011 Simco Limited Under exclusive license to Sony Music Entertainment UK Limited,3:25,
4495,Stole My Heart One Direction Up All Night $ 1.29 Track 2 ( P ) 2012 ; all other tracks ( P ) 2011 Simco Limited Under exclusive license to Sony Music Entertainment UK Limited 13-Mar-12,,,"Pop , Music , Pop/Rock , Teen Pop , Dance , Rock",,,3:25,
4496,Stole My Heart One Direction Up All Night $ 1.29 Track 2 ( P ) 2012 ; all other tracks ( P ) 2011 Simco Limited Under exclusive license to Sony Music Entertainment UK Limited 13-Mar-12,,,"Pop , Music , Pop/Rock , Teen Pop , Dance , Rock",,,3:25,
4497,"Na Na Na ( Live ) One Direction Pop , Music $ 1.29 3:39",,iTunes Festival : London 2012 - EP,,,2012 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,,20-Sep-12
4498,"Better Than Words Pop , Music , Rock , Pop/Rock , Teen Pop , Dance 25-Nov-13",One Direction,Midnight Memories,,$ 1.29,2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:27,
4499,"Better Than Words Midnight Memories Pop , Music , Rock , Pop/Rock , Teen Pop , Dance 25-Nov-13",One Direction,,,$ 1.29,2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:27,
4500,Better Than Words One Direction Midnight Memories $ 1.29 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,,,"Pop , Music , Rock , Pop/Rock , Teen Pop , Dance",,,3:27,25-Nov-13
4501,Clouds One Direction FOUR $ 1.29 17-Nov-14,,,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:51,
4502,"Clouds One Direction Pop , Music , Rock , Pop/Rock , Dance , Teen Pop $ 1.29",,FOUR,,,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:51,17-Nov-14
4503,TBC Video 2 Made In the A.M. ( Deluxe Edition ) Pre-Order Only,One Direction,,"Pop , Music",,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,
4504,TBC Video 2 One Direction --,,Made In the A.M. ( Deluxe Edition ),"Pop , Music",Pre-Order Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,,
4505,"TBC Video 2 Pop , Music Pre-Order Only 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited --",One Direction,Made In the A.M. ( Deluxe Edition ),,,,,
4506,TBC Video 2 One Direction --,,Made In the A.M. ( Deluxe Edition ),"Pop , Music",Pre-Order Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,,
4507,TBC Video 2 One Direction Made In the A.M. ( Deluxe Edition ) Pre-Order Only 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,,,"Pop , Music",,,--,
4508,TBC Video 2 One Direction Pre-Order Only,,Made In the A.M. ( Deluxe Edition ),"Pop , Music",,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,
4509,TBC Video 2 Pre-Order Only 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,One Direction,Made In the A.M. ( Deluxe Edition ),"Pop , Music",,,--,
4510,TBC Video 2 Made In the A.M. ( Deluxe Edition ) Pre-Order Only 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,One Direction,,"Pop , Music",,,--,
4511,"TBC Video 2 Pop , Music Pre-Order Only",One Direction,Made In the A.M. ( Deluxe Edition ),,,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,
4512,TBC Video 2 Made In the A.M. ( Deluxe Edition ) Pre-Order Only,One Direction,,"Pop , Music",,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,
4513,"TBC Video 2 Pop , Music Pre-Order Only 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited --",One Direction,Made In the A.M. ( Deluxe Edition ),,,,,
4514,"Track 13 One Direction Made In the A.M. Pop , Music 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited",,,,Album Only,,--,
4515,Track 13 One Direction --,,Made In the A.M.,"Pop , Music",Album Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,,
4516,"Track 13 One Direction Pop , Music",,Made In the A.M.,,Album Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,
4517,"Track 13 One Direction Pop , Music Album Only 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited",,Made In the A.M.,,,,--,
4518,Track 13 One Direction Made In the A.M. Album Only 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,,,"Pop , Music",,,--,
4519,"Track 13 Pop , Music Album Only 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited --",One Direction,Made In the A.M.,,,,,
4520,Track 13 Made In the A.M. 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,One Direction,,"Pop , Music",Album Only,,--,
4521,Track 13 Made In the A.M. Album Only 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,One Direction,,"Pop , Music",,,--,
4522,Track 13 One Direction Made In the A.M. 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,,,"Pop , Music",Album Only,,--,
4523,Track 13 Album Only 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited --,One Direction,Made In the A.M.,"Pop , Music",,,,
4524,"Track 13 One Direction Made In the A.M. Pop , Music Album Only",,,,,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,
4525,Track 13 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited --,One Direction,Made In the A.M.,"Pop , Music",Album Only,,,
4526,Track 13 Made In the A.M. Album Only 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,One Direction,,"Pop , Music",,,--,
4527,"TBC Video 2 One Direction Pop , Music Pre-Order Only 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited --",,Made In the A.M. ( Deluxe Edition ),,,,,
4528,Act My Age One Direction $ 1.29,,FOUR ( Ultimate Edition ),"Pop , Music",,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:18,17-Nov-14
4529,Act My Age One Direction 3:18 17-Nov-14,,FOUR ( Ultimate Edition ),"Pop , Music",$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,,
4530,Act My Age One Direction FOUR ( Ultimate Edition ) $ 1.29 3:18,,,"Pop , Music",,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,,17-Nov-14
4531,"Act My Age Pop , Music $ 1.29 2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited 3:18 17-Nov-14",One Direction,FOUR ( Ultimate Edition ),,,,,
4532,Act My Age One Direction $ 1.29 17-Nov-14,,FOUR ( Ultimate Edition ),"Pop , Music",,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:18,
4533,Act My Age One Direction FOUR ( Ultimate Edition ) $ 1.29,,,"Pop , Music",,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:18,17-Nov-14
4534,One Way or Another ( Teenage Kicks ) One Direction 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited 2:37 17-Feb-13,,One Way or Another ( Teenage Kicks ) - Single,"Pop , Music , Rock , Dance , Pop/Rock , Teen Pop",$ 1.29,,,
4535,"Act My Age One Direction FOUR ( Ultimate Edition ) Pop , Music $ 1.29 3:18 17-Nov-14",,,,,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,,
4536,"Act My Age FOUR ( Ultimate Edition ) Pop , Music $ 1.29 2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited 3:18",One Direction,,,,,,17-Nov-14
4537,"TBC Video 2 One Direction Pop , Music 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited --",,Made In the A.M. ( Deluxe Edition ),,Pre-Order Only,,,
4538,TBC Video 2 Made In the A.M. ( Deluxe Edition ) 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,One Direction,,"Pop , Music",Pre-Order Only,,--,
4539,"You 're Not My God Keith Urban Country , Music , Honky Tonk , Contemporary Country $ 1.29 4-Oct-02",,Golden Road,,,2002 Capitol Records Nashville,8:31,
4540,Heart Like Mine Fuse 10-Sep-13,Keith Urban,,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:52,
4541,"You 're Not My God Keith Urban Golden Road Country , Music , Honky Tonk , Contemporary Country $ 1.29",,,,,2002 Capitol Records Nashville,8:31,4-Oct-02
4542,"I Thought You Knew Keith Urban Country , Music , Honky Tonk , Contemporary Country 1999 Capitol Records Nashville 3:51 19-Oct-99",,Keith Urban,,$ 1.29,,,
4543,"Heart Like Mine Keith Urban Fuse Country , Music , Honky Tonk , Contemporary Country 10-Sep-13",,,,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:52,
4544,"These Are the Days Country , Music , Honky Tonk , Contemporary Country $ 1.29 2004 Capitol Records Nashville 2:49 21-Sep-04",Keith Urban,Be Here,,,,,
4545,"Booklet - Defying Gravity Defying Gravity Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock Album Only 2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 --",Keith Urban,,,,,,31-Mar-09
4546,"Lucky Charm Keith Urban Fuse ( Deluxe Version ) Country , Music $ 1.29 10-Sep-13",,,,,2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:06,
4547,"Billy Keith Urban In the Ranch Country , Music , Honky Tonk , Contemporary Country 3:46",,,,$ 1.29,1997 Capitol Nashville,,1997
4548,Waitin ' On a Woman ( with Andy Griffith ) Brad Paisley $ 1.29 2008 Sony Music Entertainment 5:02 3-Nov-08,,Play,"Country , Music , Urban Cowboy , Contemporary Country",,,,
4549,"Slow Turning Keith Urban Love , Pain & the Whole Crazy Thing 2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 5:28 10-Oct-06",,,"Country , Music , Contemporary Country , Honky Tonk",$ 1.29,,,
4550,"Slow Turning Keith Urban Love , Pain & the Whole Crazy Thing 2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 5:28",,,"Country , Music , Contemporary Country , Honky Tonk",$ 1.29,,,10-Oct-06
4551,Lucky Charm 3:06 10-Sep-13,Keith Urban,Fuse ( Deluxe Version ),"Country , Music",$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,,
4552,"You 're Not My God Keith Urban Golden Road Country , Music , Honky Tonk , Contemporary Country 2002 Capitol Records Nashville 8:31",,,,$ 1.29,,,4-Oct-02
4553,"You 're Not My God Golden Road Country , Music , Honky Tonk , Contemporary Country",Keith Urban,,,$ 1.29,2002 Capitol Records Nashville,8:31,4-Oct-02
4554,"Booklet - Defying Gravity Keith Urban Defying Gravity 2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",,,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",Album Only,,--,31-Mar-09
4555,I Thought You Knew 1999 Capitol Records Nashville 19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,,3:51,
4556,"I Thought You Knew Keith Urban Keith Urban Country , Music , Honky Tonk , Contemporary Country $ 1.29 3:51",,,,,1999 Capitol Records Nashville,,19-Oct-99
4557,Heart Like Mine Keith Urban Fuse 3:52,,,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,,10-Sep-13
4558,These Are the Days $ 1.29 2:49 21-Sep-04,Keith Urban,Be Here,"Country , Music , Honky Tonk , Contemporary Country",,2004 Capitol Records Nashville,,
4559,"These Are the Days Be Here Country , Music , Honky Tonk , Contemporary Country $ 1.29",Keith Urban,,,,2004 Capitol Records Nashville,2:49,21-Sep-04
4560,"Lucky Charm Keith Urban Fuse ( Deluxe Version ) Country , Music 10-Sep-13",,,,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:06,
4561,Booklet - Defying Gravity Keith Urban Defying Gravity Album Only -- 31-Mar-09,,,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",,
4562,"Booklet - Defying Gravity Keith Urban Defying Gravity Album Only 2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 --",,,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",,,,31-Mar-09
4563,"These Are the Days Be Here Country , Music , Honky Tonk , Contemporary Country $ 1.29 2004 Capitol Records Nashville",Keith Urban,,,,,2:49,21-Sep-04
4564,"These Are the Days Keith Urban Country , Music , Honky Tonk , Contemporary Country $ 1.29 2:49 21-Sep-04",,Be Here,,,2004 Capitol Records Nashville,,
4565,These Are the Days Keith Urban Be Here 2:49 21-Sep-04,,,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2004 Capitol Records Nashville,,
4566,"Days Go By Keith Urban Gas Monkey Garage : Let 's Ride Country , Music 3:48 7-Aug-15",,,,$ 1.29,"2015 Mercury Records , a Division of UMG Recordings , Inc.",,
4567,"Lucky Charm Country , Music 2013 Hit Red Records under exclusive license to Capitol Records Nashville 3:06",Keith Urban,Fuse ( Deluxe Version ),,$ 1.29,,,10-Sep-13
4568,"Booklet - Defying Gravity Defying Gravity 2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 31-Mar-09",Keith Urban,,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",Album Only,,--,
4569,Booklet - Defying Gravity Defying Gravity 31-Mar-09,Keith Urban,,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",--,
4570,I Thought You Knew $ 1.29 1999 Capitol Records Nashville,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",,,3:51,19-Oct-99
4571,"Lucky Charm Fuse ( Deluxe Version ) Country , Music $ 1.29",Keith Urban,,,,2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:06,10-Sep-13
4572,"Heart Like Mine Country , Music , Honky Tonk , Contemporary Country 2013 Hit Red Records under exclusive license to Capitol Records Nashville 3:52",Keith Urban,Fuse,,$ 1.29,,,10-Sep-13
4573,You 're Not My God Keith Urban Golden Road 2002 Capitol Records Nashville,,,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,,8:31,4-Oct-02
4574,"Slow Turning Love , Pain & the Whole Crazy Thing Country , Music , Contemporary Country , Honky Tonk $ 1.29 5:28",Keith Urban,,,,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",,10-Oct-06
4575,"Lucky Charm Keith Urban Country , Music $ 1.29 2013 Hit Red Records under exclusive license to Capitol Records Nashville 3:06 10-Sep-13",,Fuse ( Deluxe Version ),,,,,
4576,"Lucky Charm Keith Urban Country , Music $ 1.29 2013 Hit Red Records under exclusive license to Capitol Records Nashville 3:06 10-Sep-13",,Fuse ( Deluxe Version ),,,,,
4577,"Lucky Charm Country , Music 2013 Hit Red Records under exclusive license to Capitol Records Nashville 10-Sep-13",Keith Urban,Fuse ( Deluxe Version ),,$ 1.29,,3:06,
4578,Lucky Charm Keith Urban $ 1.29 2013 Hit Red Records under exclusive license to Capitol Records Nashville 10-Sep-13,,Fuse ( Deluxe Version ),"Country , Music",,,3:06,
4579,"Heart Like Mine Country , Music , Honky Tonk , Contemporary Country $ 1.29 2013 Hit Red Records under exclusive license to Capitol Records Nashville 3:52",Keith Urban,Fuse,,,,,10-Sep-13
4580,Heart Like Mine Keith Urban 2013 Hit Red Records under exclusive license to Capitol Records Nashville,,Fuse,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,,3:52,10-Sep-13
4581,"For You Keith Urban Country , Music , Rock 2012 Relativity Music Group , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI Label Services , 4:49 24-Aug-12",,For You - Single,,$ 1.29,,,
4582,"Slow Turning Keith Urban Love , Pain & the Whole Crazy Thing Country , Music , Contemporary Country , Honky Tonk $ 1.29 5:28",,,,,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",,10-Oct-06
4583,"Slow Turning Keith Urban Love , Pain & the Whole Crazy Thing 2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 5:28",,,"Country , Music , Contemporary Country , Honky Tonk",$ 1.29,,,10-Oct-06
4584,Billy Keith Urban $ 1.29,,In the Ranch,"Country , Music , Honky Tonk , Contemporary Country",,1997 Capitol Nashville,3:46,1997
4585,Billy Keith Urban 1997 Capitol Nashville 3:46 1997,,In the Ranch,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,,,
4586,"Billy Keith Urban Country , Music , Honky Tonk , Contemporary Country 1997 Capitol Nashville 3:46",,In the Ranch,,$ 1.29,,,1997
4587,"Billy Keith Urban In the Ranch Country , Music , Honky Tonk , Contemporary Country 1997",,,,$ 1.29,1997 Capitol Nashville,3:46,
4588,Billy Keith Urban $ 1.29 3:46,,In the Ranch,"Country , Music , Honky Tonk , Contemporary Country",,1997 Capitol Nashville,,1997
4589,Billy In the Ranch $ 1.29,Keith Urban,,"Country , Music , Honky Tonk , Contemporary Country",,1997 Capitol Nashville,3:46,1997
4590,Billy In the Ranch $ 1.29 3:46 1997,Keith Urban,,"Country , Music , Honky Tonk , Contemporary Country",,1997 Capitol Nashville,,
4591,Billy In the Ranch $ 1.29 1997 Capitol Nashville 1997,Keith Urban,,"Country , Music , Honky Tonk , Contemporary Country",,,3:46,
4592,"Billy Keith Urban Country , Music , Honky Tonk , Contemporary Country $ 1.29 1997 Capitol Nashville",,In the Ranch,,,,3:46,1997
4593,"Billy Country , Music , Honky Tonk , Contemporary Country $ 1.29 3:46",Keith Urban,In the Ranch,,,1997 Capitol Nashville,,1997
4594,These Are the Days Be Here 2:49,Keith Urban,,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2004 Capitol Records Nashville,,21-Sep-04
4595,"These Are the Days Be Here Country , Music , Honky Tonk , Contemporary Country $ 1.29",Keith Urban,,,,2004 Capitol Records Nashville,2:49,21-Sep-04
4596,"These Are the Days Country , Music , Honky Tonk , Contemporary Country $ 1.29",Keith Urban,Be Here,,,2004 Capitol Records Nashville,2:49,21-Sep-04
4597,"These Are the Days Keith Urban Be Here Country , Music , Honky Tonk , Contemporary Country 2004 Capitol Records Nashville 2:49 21-Sep-04",,,,$ 1.29,,,
4598,These Are the Days 2004 Capitol Records Nashville 2:49,Keith Urban,Be Here,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,,,21-Sep-04
4599,"You 're Not My God Keith Urban Country , Music , Honky Tonk , Contemporary Country $ 1.29 8:31 4-Oct-02",,Golden Road,,,2002 Capitol Records Nashville,,
4600,"You 're Not My God Golden Road Country , Music , Honky Tonk , Contemporary Country $ 1.29 4-Oct-02",Keith Urban,,,,2002 Capitol Records Nashville,8:31,
4601,"You 're Not My God Keith Urban Golden Road Country , Music , Honky Tonk , Contemporary Country 2002 Capitol Records Nashville 8:31",,,,$ 1.29,,,4-Oct-02
4602,"You 're Not My God Keith Urban Golden Road Country , Music , Honky Tonk , Contemporary Country $ 1.29 4-Oct-02",,,,,2002 Capitol Records Nashville,8:31,
4603,"You 're Not My God Country , Music , Honky Tonk , Contemporary Country $ 1.29 2002 Capitol Records Nashville",Keith Urban,Golden Road,,,,8:31,4-Oct-02
4604,"Booklet - Defying Gravity Keith Urban Defying Gravity Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock --",,,,Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",,31-Mar-09
4605,"Booklet - Defying Gravity Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock Album Only 2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",Keith Urban,Defying Gravity,,,,--,31-Mar-09
4606,"Booklet - Defying Gravity Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock 2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 31-Mar-09",Keith Urban,Defying Gravity,,Album Only,,--,
4607,I Thought You Knew $ 1.29 1999 Capitol Records Nashville 3:51 19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",,,,
4608,I Thought You Knew 3:51,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,1999 Capitol Records Nashville,,19-Oct-99
4609,"I Thought You Knew Keith Urban Keith Urban Country , Music , Honky Tonk , Contemporary Country $ 1.29 3:51 19-Oct-99",,,,,1999 Capitol Records Nashville,,
4610,"I Thought You Knew Country , Music , Honky Tonk , Contemporary Country $ 1.29 1999 Capitol Records Nashville 19-Oct-99",Keith Urban,Keith Urban,,,,3:51,
4611,I Thought You Knew $ 1.29 19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",,1999 Capitol Records Nashville,3:51,
4612,"I Thought You Knew Country , Music , Honky Tonk , Contemporary Country 1999 Capitol Records Nashville 3:51 19-Oct-99",Keith Urban,Keith Urban,,$ 1.29,,,
4613,I Thought You Knew 19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,1999 Capitol Records Nashville,3:51,
4614,"I Thought You Knew Keith Urban Keith Urban Country , Music , Honky Tonk , Contemporary Country $ 1.29 1999 Capitol Records Nashville 3:51 19-Oct-99",,,,,,,
